코드,평수,전용면적(㎡),층,건축년도,predicted
1153010700,9,29.82,5,2012,"   deposit  pricemon      building         road           dong
0   3000.0        50         하은빌리지    경인로42길 26  서울특별시 구로구 개봉동
1   3000.0        47        디자인하우스   개봉로12길 5-9  서울특별시 구로구 개봉동
2   2000.0        60         동부에이스  개봉로17나길 111  서울특별시 구로구 개봉동
3   3500.0        50  로얄하이츠(365-1)    개봉로3가길 14  서울특별시 구로구 개봉동
4   3000.0        50         하은빌리지    경인로42길 26  서울특별시 구로구 개봉동"
1153010600,16,54.09,1,2018,"   deposit  pricemon building          road           dong
0  11000.0        25     스마트빌  중앙로14나길 6-32  서울특별시 구로구 고척동
1   2527.0        21     아스톤빌       경서로7길 9  서울특별시 구로구 고척동
2    560.0        34    진영파크빌     경인로31길 28  서울특별시 구로구 개봉동
3    527.0        29    오성드림빌    고척로27다길 11  서울특별시 구로구 개봉동
4    200.0        36    진성홈타운    경인로33바길 24  서울특별시 구로구 개봉동"
1153010200,9,29.29,4,1996,"   deposit  pricemon  building          road           dong
0   1000.0        45  (779-20)      도림로14길 7  서울특별시 구로구 구로동
1   1000.0        45  (742-49)     구로동로8길 83  서울특별시 구로구 구로동
2   1500.0        30   (780-9)     도림로14길 12  서울특별시 구로구 구로동
3   2000.0        50  (745-26)  구로동로18길 30-8  서울특별시 구로구 구로동
4   3000.0        35  (763-15)   구로동로8길 80-4  서울특별시 구로구 구로동"
1153010800,4,13.69,4,2012,"   deposit  pricemon  building           road           dong
0    500.0        35       하은빌       고척로3길 29  서울특별시 구로구 오류동
1    500.0        43  (202-15)  남부순환로97길 20-7  서울특별시 구로구 개봉동
2   1000.0        45  (202-15)  남부순환로97길 20-7  서울특별시 구로구 개봉동
3    100.0        14       스톤빌     개봉로17바길 39  서울특별시 구로구 개봉동
4   1000.0        40      신한하임        부일로 873  서울특별시 구로구 온수동"
1153010600,17,54.67,1,1986,"   deposit  pricemon          building         road           dong
0   1000.0        40  미림빌라 가~라동(108-5)    고척로27마길 3  서울특별시 구로구 개봉동
1    500.0        40      진주빌라(298-28)  개봉로3길 126-1  서울특별시 구로구 개봉동
2   2000.0        40              덕일빌라    고척로21가길 6  서울특별시 구로구 개봉동
3    500.0        45         삼성주택(가나다)      오리로9길 6  서울특별시 구로구 오류동
4   2000.0        40              홍진연립   고척로27바길 64  서울특별시 구로구 고척동"
1153010200,7,23.96,4,2015,"   deposit  pricemon    building           road            dong
0   5000.0        50      454-10   구로동로42길 30-6   서울특별시 구로구 구로동
1   3000.0        30  훼미리하우스201동     구로동로25길 29   서울특별시 구로구 구로동
2   7000.0        15        비젼빌A  가마산로20라길 28-8   서울특별시 구로구 구로동
3   1000.0        50    (476-75)     구로동로47길 13   서울특별시 구로구 구로동
4   3000.0        43      아리움 나동       디지털로 235  서울특별시 구로구 가리봉동"
1153010200,5,15.015,4,2014,"   deposit  pricemon  building           road           dong
0   1000.0        50    317-64     가마산로22길 32  서울특별시 구로구 구로동
1    500.0        45       리츠빌  남부순환로 1082-72  서울특별시 구로구 구로동
2   1000.0        50  (476-75)     구로동로47길 13  서울특별시 구로구 구로동
3   1000.0        45     신영우리힐     구로동로 214-2  서울특별시 구로구 구로동
4   2000.0        20    국제오피스텔    구로중앙로18길 57  서울특별시 구로구 구로동"
1153010300,11,36.07,4,2016,"   deposit  pricemon    building             road            dong
0   1000.0        80        해오름빌    남부순환로105길 234  서울특별시 구로구 가리봉동
1   3000.0        80       드림하우스       디지털로23길 11  서울특별시 구로구 가리봉동
2   4000.0        40  예그린(2-254)  남부순환로105길 242-9  서울특별시 구로구 가리봉동
3   3000.0        55        비체뜰안           우마1길 9  서울특별시 구로구 가리봉동
4   3000.0        30  훼미리하우스201동       구로동로25길 29   서울특별시 구로구 구로동"
1153010200,11,35.4,2,1996,"   deposit  pricemon      building          road           dong
0   4000.0        20      (807-50)     구로동로 86-5  서울특별시 구로구 구로동
1   3000.0        40      (739-23)    구로동로20길 28  서울특별시 구로구 구로동
2   1000.0        50      (738-16)  구로동로18길 20-4  서울특별시 구로구 구로동
3   6000.0        20  금강주택(745-30)     구로동로8길 33  서울특별시 구로구 구로동
4   2000.0        30      (743-16)     구로동로8길 57  서울특별시 구로구 구로동"
1153010200,17,54.63,1,1969,"   deposit  pricemon   building          road            dong
0   1500.0        25       전원연립    신도림로11길 62  서울특별시 구로구 신도림동
1   3500.0        10    (152-4)     도림로22길 21   서울특별시 구로구 구로동
2   2000.0        50   (523-29)  구로중앙로28가길 27   서울특별시 구로구 구로동
3   1000.0        50  (134-105)   디지털로20길 5-5  서울특별시 구로구 가리봉동
4   2000.0        40   (155-19)     도림로26길 17   서울특별시 구로구 구로동"
