코드,평,전용면적(㎡),층,건축년도,predicted
1111014900,11,36.47,-1,1998,"   deposit  pricemon building       road           dong
0   5000.0        20     금강빌라  창덕궁7길 6-2  서울특별시 종로구 원서동
1   2000.0        50   상원빌라A동  창덕궁7길 8-2  서울특별시 종로구 원서동
2   1000.0        60   상원빌라A동  창덕궁7길 8-2  서울특별시 종로구 원서동
3   2000.0        45    상원빌라트  창덕궁3가길 10  서울특별시 종로구 원서동
4    500.0        65     용전빌라   동숭4다길 16  서울특별시 종로구 동숭동"
1111016800,7,21.79,3,1998,"   deposit  pricemon building         road            dong
0   4000.0        20  (4-168)     동숭4라길 33   서울특별시 종로구 동숭동
1   1000.0        60   (70-1)      대학로7길 3   서울특별시 종로구 연건동
2   1000.0        60    (7-5)    동숭4다길 5-1   서울특별시 종로구 동숭동
3   1000.0        70   (86-8)   창경궁로33길 51  서울특별시 종로구 명륜2가
4    500.0        45   (15-9)  창경궁로35나길 49   서울특별시 종로구 혜화동"
1111014900,16,53.58,-1,1999,"   deposit  pricemon building       road           dong
0   2000.0        45    상원빌라트  창덕궁3가길 10  서울특별시 종로구 원서동
1    500.0        30     우리빌라   창덕궁3길 33  서울특별시 종로구 원서동
2   2000.0        50   상원빌라A동  창덕궁7길 8-2  서울특별시 종로구 원서동
3   1000.0        60   상원빌라A동  창덕궁7길 8-2  서울특별시 종로구 원서동
4   5000.0        20     금강빌라  창덕궁7길 6-2  서울특별시 종로구 원서동"
1111016600,5,17.13,1,1998,"   deposit  pricemon   building        road            dong
0   7000.0        40     (64-0)   대학로5가길 20   서울특별시 종로구 연건동
1   3500.0        30  STUDIO503    대학로7길 16   서울특별시 종로구 연건동
2   1500.0        45     (56-0)    대학로5길 41   서울특별시 종로구 연건동
3    500.0        39     (45-9)  대학로5길 52-2   서울특별시 종로구 연건동
4   1000.0        46     (1-89)     명륜4길 12  서울특별시 종로구 명륜3가"
1111018300,18,58.4,5,2003,"   deposit  pricemon  building         road           dong
0   3000.0        80  KUDO(B동)    평창12길 8-7  서울특별시 종로구 평창동
1   3000.0        80  KUDO(B동)    평창12길 8-7  서울특별시 종로구 평창동
2   3000.0        90      리치빌2     평창1길 7-1  서울특별시 종로구 평창동
3   1000.0        63  (210-61)  인왕산로1길 59-1  서울특별시 종로구 행촌동
4  16000.0        30       썬빌라    세검정로6길 90  서울특별시 종로구 신영동"
1111018300,21,70.926,4,2003,"   deposit  pricemon  building         road            dong
0   5000.0        80       천지인      평창길 3-1   서울특별시 종로구 평창동
1   1000.0        63  (210-61)  인왕산로1길 59-1   서울특별시 종로구 행촌동
2   7000.0        80      월드메카    숭인동1나길 15   서울특별시 종로구 숭인동
3   3000.0        90      리치빌2     평창1길 7-1   서울특별시 종로구 평창동
4   1000.0        55    (88-5)   창경궁로27길 56  서울특별시 종로구 명륜3가"
1111011000,6,19.72,2,2012,"   deposit  pricemon   building           road             dong
0   3000.0        70    (222-3)     필운대로 34-20    서울특별시 종로구 누하동
1   5000.0       130     신문로하우스       경희궁1길 32  서울특별시 종로구 신문로2가
2   1000.0        60  453stairs       율곡로6길 31    서울특별시 종로구 운니동
3   2500.0        30        은혜빌  필운대로5나길 29-12    서울특별시 종로구 누상동
4   2000.0        90        이리재       효자로13길 6    서울특별시 종로구 효자동"
1111017100,4,14.83,1,2013,"   deposit  pricemon building         road            dong
0   1000.0        65   OXFORD    성균관로6길 36  서울특별시 종로구 명륜2가
1   2000.0        60  (33-17)  혜화로9길 24-13  서울특별시 종로구 명륜1가
2   3000.0        40   (69-0)    성균관로 48-5  서울특별시 종로구 명륜1가
3   8000.0        20  (130-7)    동숭2길 13-3   서울특별시 종로구 동숭동
4   2000.0        45  (130-7)    동숭2길 13-3   서울특별시 종로구 동숭동"
1111018100,12,39.04,2,2000,"   deposit  pricemon   building        road           dong
0   6000.0        45   (154-22)  평창21길 9-14  서울특별시 종로구 평창동
1   5000.0        40      (7-1)     송월1길 60  서울특별시 종로구 행촌동
2    100.0        20       장미주택   낙산성곽동길 67  서울특별시 종로구 창신동
3   2000.0        30  (640-192)   낙산성곽1길 42  서울특별시 종로구 창신동
4   2000.0        55    (117-1)   세검정로6다길 1  서울특별시 종로구 신영동"
1111016000,5,17.14,8,2019,"   deposit  pricemon    building        road           dong
0     60.0        37  주함해븐타워(3동)  창경궁로16길 30  서울특별시 종로구 연지동
1     60.0        33  주함해븐타워(2동)  종로31길 46-1  서울특별시 종로구 연지동
2   2060.0        23  주함해븐타워(1동)  종로31길 46-1  서울특별시 종로구 연지동
3     60.0        33  주함해븐타워(1동)  종로31길 46-1  서울특별시 종로구 연지동
4     60.0        32  주함해븐타워(1동)  종로31길 46-1  서울특별시 종로구 연지동"
