코드,평,전용면적(㎡),층,건축년도,predicted,predicted price
1117010100,11,36.54,3,2012,"   deposit building         road           dong
0  23000.0      제이빌    후암로40길 11  서울특별시 용산구 후암동
1  19000.0   금강프라임빌   후암로16가길 24  서울특별시 용산구 후암동
2  19000.0    평화빌리지      후암로 4-7  서울특별시 용산구 후암동
3  18000.0    평화빌리지      후암로 4-7  서울특별시 용산구 후암동
4  20000.0    평화타운2  두텁바위로25길 25  서울특별시 용산구 후암동",19188.66667
1117010200,10,33.54,3,2007,"   deposit building       road             dong
0  11000.0      파크빌   신흥로5길 37  서울특별시 용산구 용산동2가
1  14000.0    백년파크빌  후암로28마길 9    서울특별시 용산구 후암동
2  15000.0   진흥푸르지오   신흥로12길 7  서울특별시 용산구 용산동2가
3  11000.0      명품빌    신흥로5길 5  서울특별시 용산구 용산동2가
4  12000.0  (20-14)  신흥로11길 41  서울특별시 용산구 용산동2가",11840
1117011200,4,12.01,3,2013,"   deposit building         road             dong
0  11000.0    드림팰리스    백범로79길 95  서울특별시 용산구 청파동3가
1  13500.0  (17-50)    백범로79나길 5  서울특별시 용산구 원효로1가
2  13500.0  (17-50)    백범로79나길 5  서울특별시 용산구 원효로1가
3   9200.0    동광팰리스  원효로25길 16-6  서울특별시 용산구 원효로4가
4  14000.0   세화파크빌Ⅰ   효창원로 46-21    서울특별시 용산구 신창동",10385
1117012100,4,12.33,2,2013,"   deposit     building          road           dong
0  11000.0         한강타운     새창로 120-5  서울특별시 용산구 용문동
1  10000.0  굿모닝빌(38-29)    효창원로39길 10  서울특별시 용산구 용문동
2  11500.0        5-222     백범로47길 10  서울특별시 용산구 효창동
3  10000.0        프라임27  효창원로76길 25-2  서울특별시 용산구 효창동
4  10000.0        프라임27  효창원로76길 25-2  서울특별시 용산구 효창동",10925
1117013000,17,55.68,-1,1993,"   deposit building         road            dong
0   3000.0  (255-2)  녹사평대로14길 31  서울특별시 용산구 동빙고동
1   5000.0  (196-1)   서빙고로71길 29  서울특별시 용산구 동빙고동
2   8400.0  (201-9)  서빙고로91라길 37   서울특별시 용산구 보광동
3  15500.0  (78-24)   이태원로16길 37  서울특별시 용산구 이태원동
4   6000.0  (569-6)    장문로49길 52   서울특별시 용산구 한남동",16679.94333
1117013400,18,57.95,2,1993,"   deposit building          road            dong
0  10000.0  태광하이츠빌라   서빙고로91다길 25  서울특별시 용산구 동빙고동
1  25000.0    신중앙빌라     장문로41길 22   서울특별시 용산구 보광동
2  25000.0    신중앙빌라     장문로41길 22   서울특별시 용산구 보광동
3  20000.0    한강변빌라    독서당로14길 62   서울특별시 용산구 한남동
4  15000.0  (199-0)  서빙고로71길 29-6  서울특별시 용산구 동빙고동",16042.83
1117013100,32,107.2,1,2011,"   deposit    building         road            dong
0  80000.0       노블하우스    대사관로16길 5   서울특별시 용산구 한남동
1  80000.0       노블하우스    대사관로16길 5   서울특별시 용산구 한남동
2  35000.0    (223-26)   회나무로12나길 8  서울특별시 용산구 이태원동
3  64000.0  COTTON 하우스  대사관로11길 9-7   서울특별시 용산구 한남동
4  42000.0         로즈빌  한남대로42나길 23   서울특별시 용산구 한남동",43069.6
1117011200,9,29.92,4,2015,"   deposit building          road             dong
0  20000.0  (17-50)     백범로79나길 5  서울특별시 용산구 원효로1가
1  19000.0  (17-50)     백범로79나길 5  서울특별시 용산구 원효로1가
2  22000.0   (13-8)  백범로79나길 13-2  서울특별시 용산구 원효로1가
3  22000.0   (13-8)  백범로79나길 13-2  서울특별시 용산구 원효로1가
4  23000.0   (13-8)  백범로79나길 13-2  서울특별시 용산구 원효로1가",21390
1117011900,8,26.34,2,2019,"   deposit building        road           dong
0  20000.0      비버빌  백범로47가길 27  서울특별시 용산구 효창동
1  20000.0      비버빌  백범로47가길 27  서울특별시 용산구 효창동
2  20000.0      비버빌  백범로47가길 27  서울특별시 용산구 효창동
3  19000.0      비버빌  백범로47가길 27  서울특별시 용산구 효창동
4  19500.0      비버빌  백범로47가길 27  서울특별시 용산구 효창동",19740
1117010400,13,42.84,2,2002,"   deposit   building          road             dong
0  16000.0    (11-23)    한강대로94길 14    서울특별시 용산구 갈월동
1  20000.0  아로마빌리지(E)  한강대로96길 28-3    서울특별시 용산구 갈월동
2  10000.0   (5-1427)     소월로 220-8  서울특별시 용산구 용산동2가
3  10000.0   (5-1457)  소월로30길 19-17  서울특별시 용산구 용산동2가
4  19000.0     명아트빌7차   한강대로96가길 14    서울특별시 용산구 후암동",16015
