코드,평수,전용면적(㎡),층,건축년도,predicted
1154510200,7,23.76,6,2018,"   deposit  pricemon       building        road           dong
0   2000.0        37          리버빌러티  범안로15길 8-9  서울특별시 금천구 독산동
1   5000.0        40  한백아트(1046-22)   독산로49길 26  서울특별시 금천구 독산동
2  11000.0         4        그랑드오피스텔    범안로 1189  서울특별시 금천구 독산동
3   9000.0        30        세움아트빌2차  범안로12가길 43  서울특별시 금천구 독산동
4    500.0        89          호성빌리지  범안로12가길 11  서울특별시 금천구 독산동"
1154510300,12,39.48,2,1989,"   deposit  pricemon  building        road           dong
0   1000.0        50  남광하이츠 A동  독산로50다길 29  서울특별시 금천구 시흥동
1   3000.0        40      현대빌라     시흥대로 53  서울특별시 금천구 시흥동
2   1700.0        48      현대빌라     시흥대로 53  서울특별시 금천구 시흥동
3   1000.0        40      현대빌라     시흥대로 53  서울특별시 금천구 시흥동
4   3000.0        45      유호빌라  독산로50가길 18  서울특별시 금천구 시흥동"
1154510300,16,51.73,4,2014,"   deposit  pricemon       building        road           dong
0   1467.0        19            아이빌    탑골로3길 18  서울특별시 금천구 시흥동
1   2201.0        29         하누리 가동  독산로43가길 33  서울특별시 금천구 시흥동
2   3500.0        60  에스엠파크빌(878-5)   독산로25길 43  서울특별시 금천구 시흥동
3   2030.0        26         제일파크타운  독산로28가길 12  서울특별시 금천구 시흥동
4   2223.0        29         낙원케렌시아   독산로26길 19  서울특별시 금천구 시흥동"
1154510300,17,57.29,3,1988,"   deposit  pricemon building          road           dong
0   2000.0        60   유림빌라맨숀  시흥대로2길 57-10  서울특별시 금천구 시흥동
1   3000.0        50       대도       시흥대로 73  서울특별시 금천구 시흥동
2   2000.0        50       대도       시흥대로 73  서울특별시 금천구 시흥동
3   1000.0        55     대성타운     시흥대로39길 7  서울특별시 금천구 시흥동
4   2000.0        50      대 도     시흥대로12길 9  서울특별시 금천구 시흥동"
1154510300,18,58.55,5,2004,"   deposit  pricemon building          road           dong
0   8500.0        13     한얼빌라   은행나무로12길 43  서울특별시 금천구 시흥동
1   2000.0        70    썸밋아트빌   시흥대로74나길 20  서울특별시 금천구 시흥동
2   2000.0        50     효명빌라      독산로44길 5  서울특별시 금천구 시흥동
3   3000.0        50  다솔빌리지B동  독산로50길 163-4  서울특별시 금천구 시흥동
4   2000.0        50   별장세진빌라     금하로24다길 9  서울특별시 금천구 시흥동"
1154510300,22,73.48,5,2001,"   deposit  pricemon  building          road           dong
0   2000.0        70     썸밋아트빌   시흥대로74나길 20  서울특별시 금천구 시흥동
1   2000.0        50      효명빌라      독산로44길 5  서울특별시 금천구 시흥동
2   3000.0        50   다솔빌리지B동  독산로50길 163-4  서울특별시 금천구 시흥동
3   2000.0        65  브라운스톤빌B동      독산로8길 15  서울특별시 금천구 시흥동
4   1000.0        63   부강빌라 나동    시흥대로45길 37  서울특별시 금천구 시흥동"
1154510200,5,17.25,2,2012,"   deposit  pricemon building         road           dong
0   2000.0        32      탐진빌  시흥대로147길 14  서울특별시 금천구 독산동
1    300.0        50      장교빌  범안로12길 21-3  서울특별시 금천구 독산동
2   3000.0        32      탐진빌  시흥대로147길 14  서울특별시 금천구 독산동
3    500.0        40    나은하우스   독산로64다길 23  서울특별시 금천구 독산동
4    200.0        48      장교빌  범안로12길 21-3  서울특별시 금천구 독산동"
1154510100,5,16.95,10,2017,"   deposit  pricemon       building         road           dong
0   1000.0        60  한국후지필름 복합주거시설  가산디지털1로 222  서울특별시 금천구 가산동
1   1000.0        60  한국후지필름 복합주거시설  가산디지털1로 222  서울특별시 금천구 가산동
2   1000.0        85  한국후지필름 복합주거시설  가산디지털1로 222  서울특별시 금천구 가산동
3   1000.0        60  한국후지필름 복합주거시설  가산디지털1로 222  서울특별시 금천구 가산동
4   1000.0        60  한국후지필름 복합주거시설  가산디지털1로 222  서울특별시 금천구 가산동"
1154510200,4,12.75,2,2014,"   deposit  pricemon building         road           dong
0   3000.0        32      탐진빌  시흥대로147길 14  서울특별시 금천구 독산동
1   2000.0        32      탐진빌  시흥대로147길 14  서울특별시 금천구 독산동
2    500.0        40    나은하우스   독산로64다길 23  서울특별시 금천구 독산동
3   4000.0        47     둥지원룸       가산로 19  서울특별시 금천구 독산동
4    300.0        50      장교빌  범안로12길 21-3  서울특별시 금천구 독산동"
1154510200,11,34.97,4,2014,"   deposit  pricemon       building           road           dong
0   3000.0        60       호암빌(147)  시흥대로151길 15-9  서울특별시 금천구 독산동
1   3000.0        50    예지빌(149-22)    시흥대로147길 39  서울특별시 금천구 독산동
2   1000.0        82          초원골든빌     독산로58나길 69  서울특별시 금천구 독산동
3   3000.0        70  덕산파크빌(331-70)    범안로17길 29-6  서울특별시 금천구 독산동
4   4000.0        60            우진빌     범안로12가길 13  서울특별시 금천구 독산동"
1154510300,9,29.84,4,2013,"   deposit  pricemon building          road           dong
0   1000.0        55      유진빌      독산로14길 7  서울특별시 금천구 시흥동
1   1000.0        65   프라임하우스     독산로21길 25  서울특별시 금천구 시흥동
2   1000.0        65   프라임하우스     독산로21길 25  서울특별시 금천구 시흥동
3    500.0        30      늘해랑  금하로24나길 27-4  서울특별시 금천구 시흥동
4   2000.0        60     리더스빌    금하로24다길 40  서울특별시 금천구 시흥동"
1154510200,9,28.63,2,2012,"   deposit  pricemon building          road           dong
0   2000.0        55   신앤이펠리스  범안로12길 21-13  서울특별시 금천구 독산동
1   1000.0        63     베아뚜스     범안로14길 18  서울특별시 금천구 독산동
2   5000.0        50  트윈빌리지B동  남부순환로124길 18  서울특별시 금천구 독산동
3   5000.0        58  트윈빌리지A동    독산로109길 19  서울특별시 금천구 독산동
4    300.0        50      장교빌   범안로12길 21-3  서울특별시 금천구 독산동"
