코드,평,전용면적(㎡),층,건축년도,predicted
1121510100,11,35.04,3,2017,"   deposit  pricemon building          road           dong
0  10000.0        35   123-21      용마산로5길 5  서울특별시 광진구 중곡동
1   6000.0        60    경민빌리지     동일로78길 55  서울특별시 광진구 중곡동
2   1503.0        20  휴먼에코빌3차     긴고랑로4길 21  서울특별시 광진구 중곡동
3  12000.0        33    에덴빌3차  긴고랑로12길 11-7  서울특별시 광진구 중곡동
4  14000.0        50       원가     능동로39길 14  서울특별시 광진구 중곡동"
1121510500,9,29,3,2012,"   deposit  pricemon  building           road           dong
0   1000.0        75     미성아트빌      뚝섬로51길 42  서울특별시 광진구 자양동
1   3000.0        35    605-23      뚝섬로50길 21  서울특별시 광진구 자양동
2   1000.0        50  (231-20)    아차산로44가길 19  서울특별시 광진구 자양동
3   1000.0        50  (231-49)     아차산로44길 25  서울특별시 광진구 자양동
4  10000.0        40  (596-29)  자양번영로2길 59-13  서울특별시 광진구 자양동"
1121510100,7,22.42,4,2018,"   deposit  pricemon         building         road           dong
0   8000.0        55             파인트리  천호대로107길 54  서울특별시 광진구 중곡동
1   2000.0        65         (624-15)    동일로64길 27  서울특별시 광진구 중곡동
2   2000.0        65  세종스마트빌(150-164)  능동로48길 64-1  서울특별시 광진구 중곡동
3  10000.0        50         (624-15)    동일로64길 27  서울특별시 광진구 중곡동
4  12000.0        10         (624-15)    동일로64길 27  서울특별시 광진구 중곡동"
1121510200,4,14.04,2,2013,"   deposit  pricemon     building         road          dong
0   4000.0        40   원진빌딩(프라임빌)    능동로34길 27  서울특별시 광진구 능동
1   7000.0        25   원진빌딩(프라임빌)    능동로34길 27  서울특별시 광진구 능동
2    500.0        45      (237-8)  능동로36길 81-5  서울특별시 광진구 능동
3    500.0        50  만호 BAUM (A)  천호대로120길 22  서울특별시 광진구 능동
4   1000.0        45  만호 BAUM (A)  천호대로120길 22  서울특별시 광진구 능동"
1121510700,5,15.27,3,2012,"   deposit  pricemon     building          road           dong
0   1000.0        45  sheel tower  광나루로14길 21-1  서울특별시 광진구 화양동
1   2000.0        45        채움하우스     능동로15길 22  서울특별시 광진구 화양동
2   1000.0        51        포츈하우스   동일로22길 17-7  서울특별시 광진구 화양동
3   3000.0        43        포츈하우스   동일로22길 17-7  서울특별시 광진구 화양동
4   1000.0        50        포츈하우스   동일로22길 17-7  서울특별시 광진구 화양동"
1121510100,6,19.79,2,2019,"   deposit  pricemon  building         road           dong
0   2000.0        70      윤호시티   긴고랑로10길 43  서울특별시 광진구 중곡동
1  10000.0        45   (257-2)   긴고랑로10길 46  서울특별시 광진구 중곡동
2  13000.0        10       대연빌    용마산로7길 41  서울특별시 광진구 중곡동
3  12000.0        10    에덴빌 5차  천호대로121길 55  서울특별시 광진구 중곡동
4   1000.0        55  (134-17)  천호대로117길 37  서울특별시 광진구 중곡동"
1121510100,21,69.75,1,1977,"   deposit  pricemon  building        road           dong
0    650.0        60      삼일연립     능동로 357  서울특별시 광진구 중곡동
1    300.0        40      신일주택   자양로48길 45  서울특별시 광진구 구의동
2   5000.0        55  현대하이츠빌C동   영화사로9길 24  서울특별시 광진구 중곡동
3  12000.0        20    대원빌라나동  용마산로28길 26  서울특별시 광진구 중곡동
4   9000.0        40        미도    광장로3길 22  서울특별시 광진구 광장동"
1121510100,5,15.39,4,2019,"   deposit  pricemon       building         road           dong
0   3000.0        45          로뎀하우스   용마산로3길 102  서울특별시 광진구 중곡동
1  13000.0        20          삼성하이츠    면목로 187-1  서울특별시 광진구 중곡동
2   8000.0        35        (30-46)  능동로50길 31-5  서울특별시 광진구 중곡동
3   5000.0        60  경원리더스홈(633-7)  천호대로103길 15  서울특별시 광진구 중곡동
4   3000.0        70          솔로몬의집  천호대로109길 64  서울특별시 광진구 중곡동"
1121510300,6,19.53,3,2012,"   deposit  pricemon building          road           dong
0   2000.0        40      시온빌     자양로42길 11  서울특별시 광진구 구의동
1   2000.0        40      시온빌     자양로42길 11  서울특별시 광진구 구의동
2   2000.0        40      시온빌     자양로42길 11  서울특별시 광진구 구의동
3   5000.0        20    우림아트빌  아차산로49길 68-2  서울특별시 광진구 구의동
4   2000.0        40      시온빌     자양로42길 11  서울특별시 광진구 구의동"
1121510300,9,29.53,2,2005,"   deposit  pricemon  building        road           dong
0   2000.0        45      선진주택   자양로38길 17  서울특별시 광진구 구의동
1   1000.0        60   (225-8)   자양로30길 88  서울특별시 광진구 구의동
2   1000.0        50   (236-5)  자양로28가길 21  서울특별시 광진구 구의동
3   3000.0        60  (223-25)  아차산로59길 57  서울특별시 광진구 구의동
4   3750.0        50      태운빌라  구의강변로3길 27  서울특별시 광진구 구의동"
