코드,평수,전용면적(㎡),층,건축년도,predicted,predicted price
1159010800,15,50.79,6,2018,"   deposit    building       road            dong
0  33000.0       정원쉐르빌     등용로 49   서울특별시 동작구 대방동
1  33000.0       정원쉐르빌     등용로 49   서울특별시 동작구 대방동
2  32000.0       정원쉐르빌     등용로 49   서울특별시 동작구 대방동
3  33000.0  남성역하늘채 아파트  사당로14길 25   서울특별시 동작구 사당동
4  29000.0       주원베르빌   신대방3길 46  서울특별시 동작구 신대방동",35869
1159010900,19,63.24,1,2002,"   deposit        building           road            dong
0  17000.0            부강맨션   여의대방로22라길 32  서울특별시 동작구 신대방동
1  21000.0  둥지아트빌(364-140)   여의대방로22마길 44  서울특별시 동작구 신대방동
2  18500.0         삼화하이츠맨션  여의대방로22차길 4-6  서울특별시 동작구 신대방동
3  25500.0            로하스빌      대방동7길 9-5   서울특별시 동작구 대방동
4  25000.0          선린코지빌2       국사봉2마길 6  서울특별시 동작구 신대방동",20306.5
1159010200,19,64.09,3,2009,"   deposit         building        road           dong
0  24000.0             해뜰참가   성대로12길 30  서울특별시 동작구 상도동
1  20000.0             에이스빌   성대로6바길 32  서울특별시 동작구 상도동
2  21000.0          맑은세상빌리지  양녕로22다길 15  서울특별시 동작구 상도동
3  20000.0  다나네스트빌(301-190)   국사봉10길 48  서울특별시 동작구 상도동
4  20000.0  다나네스트빌(301-190)   국사봉10길 48  서울특별시 동작구 상도동",23225
1159010800,13,42.78,3,2011,"   deposit building          road           dong
0  21000.0  (383-7)       대방동길 91  서울특별시 동작구 대방동
1  21000.0  (383-7)       대방동길 91  서울특별시 동작구 대방동
2  29000.0      네오빌   여의대방로26길 72  서울특별시 동작구 대방동
3  25000.0    참존빌리지  여의대방로24마길 14  서울특별시 동작구 대방동
4  22000.0   신화스위트빌    동작대로15길 70  서울특별시 동작구 사당동",18860
1159010200,11,37,2,2012,"   deposit       building        road           dong
0  13000.0            하나빌  양녕로22마길 78  서울특별시 동작구 상도동
1  13000.0            하나빌  양녕로22마길 78  서울특별시 동작구 상도동
2  24500.0  대흥미소가(299-64)    국사봉6길 56  서울특별시 동작구 상도동
3  18000.0            그린홈   국사봉1가길 16  서울특별시 동작구 상도동
4  25000.0           우현캐슬  국사봉12길 8-1  서울특별시 동작구 상도동",14485
1159010800,5,16.98,2,2012,"   deposit building          road           dong
0   7000.0  (376-9)      대방동27길 7  서울특별시 동작구 대방동
1   9970.0   아이린하우스  여의대방로24라길 25  서울특별시 동작구 대방동
2  11500.0   아이린하우스  여의대방로24라길 25  서울특별시 동작구 대방동
3   9000.0     그린빌딩      등용로 40-2  서울특별시 동작구 대방동
4   7500.0  보라매이스트빌   여의대방로24다길 6  서울특별시 동작구 대방동",8568.8
1159010800,12,41.13,2,1986,"   deposit  building           road           dong
0  11000.0   종원빌라11동     대방동길 12-10  서울특별시 동작구 대방동
1  15000.0    덕수빌라다동      등용로6길 5-6  서울특별시 동작구 대방동
2   8000.0   (282-5)     사당로16라길 35  서울특별시 동작구 사당동
3  15000.0  (443-15)  남부순환로269길 164  서울특별시 동작구 사당동
4   9000.0        약수     사당로23길 282  서울특별시 동작구 사당동",10665
1159010700,10,34.6,2,2013,"   deposit         building          road           dong
0  25000.0            CS하우스  남부순환로267가길 7  서울특별시 동작구 사당동
1  23000.0     남광쉐르빌(239-7)     사당로10길 87  서울특별시 동작구 사당동
2  25000.0  퍼스트프리미엄(437-17)  남부순환로265길 94  서울특별시 동작구 사당동
3  25000.0         한백리츠빌10차    사당로20사길 26  서울특별시 동작구 사당동
4  18000.0   효성아트빌(190-159)     사당로2마길 66  서울특별시 동작구 사당동",20982
1159010700,7,21.52,5,2012,"   deposit     building          road           dong
0  16000.0      1004-37  동작대로17길 24-8  서울특별시 동작구 사당동
1  17000.0         가온누리       사당로 178  서울특별시 동작구 사당동
2  11000.0         CS타운  사당로22길 80-17  서울특별시 동작구 사당동
3  10000.0         CS타운  사당로22길 80-17  서울특별시 동작구 사당동
4  15500.0  엘리시아(384-2)  여의대방로 204-19  서울특별시 동작구 대방동",13214
1159010200,14,45.71,2,2016,"   deposit         building         road           dong
0  26000.0           한나래10차     성대로37길 2  서울특별시 동작구 상도동
1  22500.0  푸른숲하우스(301-206)    국사봉18길 20  서울특별시 동작구 상도동
2  17000.0            안다하우스  성대로16길 33-2  서울특별시 동작구 상도동
3  33500.0            에버그린빌     매봉로4가길 8  서울특별시 동작구 상도동
4  24500.0   한강뉴스타(239-22외)   성대로21다길 21  서울특별시 동작구 상도동",25057
